"SubjectId"	"Activity"	"Measurement"	"Mean"
"140"	3	"WALKING"	"tBodyGyroJerk-mean()-Y"	-0.0401923943695015
"141"	3	"WALKING"	"tBodyGyroJerk-mean()-Z"	-0.0521178264170088
"142"	3	"WALKING"	"tBodyGyroJerk-std()-X"	-0.689328428607038
"143"	3	"WALKING"	"tBodyGyroJerk-std()-Y"	-0.842659862111437
"144"	3	"WALKING"	"tBodyGyroJerk-std()-Z"	-0.743028500565982
"145"	3	"WALKING"	"tBodyAccMag-mean()"	-0.563140802770059
"146"	3	"WALKING"	"tBodyAccMag-std()"	-0.591224780306452
"147"	3	"WALKING"	"tGravityAccMag-mean()"	-0.563140802770059
"148"	3	"WALKING"	"tGravityAccMag-std()"	-0.591224780306452
"149"	3	"WALKING"	"tBodyGyroMag-mean()"	-0.643150121648094
"150"	3	"WALKING"	"tBodyGyroMag-std()"	-0.674010290979472
"151"	3	"WALKING"	"tBodyGyroJerkMag-mean()"	-0.784056656246334
"152"	3	"WALKING"	"tBodyGyroJerkMag-std()"	-0.80366136372434
"153"	3	"WALKING"	"fBodyAcc-mean()-X"	-0.625733289873607
"154"	3	"WALKING"	"fBodyAcc-mean()-Y"	-0.501779938505279
"155"	3	"WALKING"	"fBodyAcc-mean()-Z"	-0.699656828592375
"156"	3	"WALKING"	"fBodyAcc-std()-X"	-0.623805015199413
"157"	3	"WALKING"	"fBodyAcc-std()-Y"	-0.502753639795894
"158"	3	"WALKING"	"fBodyAcc-std()-Z"	-0.657443765803519
"159"	3	"WALKING"	"fBodyAcc-meanFreq()-X"	-0.192817340495308
"160"	3	"WALKING"	"fBodyAcc-meanFreq()-Y"	0.0389282523284457
"161"	3	"WALKING"	"fBodyAcc-meanFreq()-Z"	0.00447261449052786
"162"	3	"WALKING"	"fBodyAccJerk-mean()-X"	-0.645893496630499
"163"	3	"WALKING"	"fBodyAccJerk-mean()-Y"	-0.582949919157742
"164"	3	"WALKING"	"fBodyAccJerk-mean()-Z"	-0.780101644193548
"165"	3	"WALKING"	"fBodyAccJerk-std()-X"	-0.657844055881525
"166"	3	"WALKING"	"fBodyAccJerk-std()-Y"	-0.559851186088408
"167"	3	"WALKING"	"fBodyAccJerk-std()-Z"	-0.81080601659824
"168"	3	"WALKING"	"fBodyAccJerk-meanFreq()-X"	-0.0476941200470968
"169"	3	"WALKING"	"fBodyAccJerk-meanFreq()-Y"	-0.236874240885924
"170"	3	"WALKING"	"fBodyAccJerk-meanFreq()-Z"	-0.193657539305073
"171"	3	"WALKING"	"fBodyGyro-mean()-X"	-0.642097719778592
"172"	3	"WALKING"	"fBodyGyro-mean()-Y"	-0.775144985073314
"173"	3	"WALKING"	"fBodyGyro-mean()-Z"	-0.670734708996481
"174"	3	"WALKING"	"fBodyGyro-std()-X"	-0.719276622702346
"175"	3	"WALKING"	"fBodyGyro-std()-Y"	-0.758505287214076
"176"	3	"WALKING"	"fBodyGyro-std()-Z"	-0.751008875659824
"177"	3	"WALKING"	"fBodyGyro-meanFreq()-X"	-0.102568067670674
"178"	3	"WALKING"	"fBodyGyro-meanFreq()-Y"	-0.167675025582991
"179"	3	"WALKING"	"fBodyGyro-meanFreq()-Z"	-0.0321862688221114
"180"	3	"WALKING"	"fBodyAccMag-mean()"	-0.579076453758064
"181"	3	"WALKING"	"fBodyAccMag-std()"	-0.663079838985044
"182"	3	"WALKING"	"fBodyAccMag-meanFreq()"	0.0770665587562757
"183"	3	"WALKING"	"fBodyBodyAccJerkMag-mean()"	-0.604752108072727
"184"	3	"WALKING"	"fBodyBodyAccJerkMag-std()"	-0.615643694857361
"185"	3	"WALKING"	"fBodyBodyAccJerkMag-meanFreq()"	0.11231984174566
"186"	3	"WALKING"	"fBodyBodyGyroMag-mean()"	-0.716822144279179
"187"	3	"WALKING"	"fBodyBodyGyroMag-std()"	-0.703839403007038
"188"	3	"WALKING"	"fBodyBodyGyroMag-meanFreq()"	-0.0846075231245126
"189"	3	"WALKING"	"fBodyBodyGyroJerkMag-mean()"	-0.810085498651026
"190"	3	"WALKING"	"fBodyBodyGyroJerkMag-std()"	-0.810032718739003
"191"	3	"WALKING"	"fBodyBodyGyroJerkMag-meanFreq()"	0.0599628733252199
"192"	3	"WALKING"	"angle(tBodyAccMean,gravity)"	0.0140943888357038
"193"	3	"WALKING"	"angle(tBodyAccJerkMean),gravityMean)"	0.0134500193845455
"194"	3	"WALKING"	"angle(tBodyGyroMean,gravityMean)"	0.0359008263363636
"195"	3	"WALKING"	"angle(tBodyGyroJerkMean,gravityMean)"	-0.0192074752090909
"196"	3	"WALKING"	"angle(X,gravityMean)"	-0.503323420175953
"197"	3	"WALKING"	"angle(Y,gravityMean)"	0.075626283568915
"198"	3	"WALKING"	"angle(Z,gravityMean)"	-0.0174901508665689
"199"	4	"WALKING"	"tBodyGyro-mean()-X"	-0.0298726752979381
"200"	4	"WALKING"	"tBodyGyro-mean()-Y"	-0.0750086556675258
"201"	4	"WALKING"	"tBodyGyro-mean()-Z"	0.0956607416628866
"202"	4	"WALKING"	"tBodyGyro-std()-X"	-0.750915960835052
"203"	4	"WALKING"	"tBodyGyro-std()-Y"	-0.828888294742268
"204"	4	"WALKING"	"tBodyGyro-std()-Z"	-0.745904225824742
"205"	4	"WALKING"	"tBodyGyroJerk-mean()-X"	-0.10509869233866
"206"	4	"WALKING"	"tBodyGyroJerk-mean()-Y"	-0.0410624426912371
"207"	4	"WALKING"	"tBodyGyroJerk-mean()-Z"	-0.060866534304433
"208"	4	"WALKING"	"tBodyGyroJerk-std()-X"	-0.778479585721649
"209"	4	"WALKING"	"tBodyGyroJerk-std()-Y"	-0.911436316752577
"210"	4	"WALKING"	"tBodyGyroJerk-std()-Z"	-0.790578254329897
"211"	4	"WALKING"	"tBodyAccMag-mean()"	-0.637532979814948
"212"	4	"WALKING"	"tBodyAccMag-std()"	-0.670122122716495
"213"	4	"WALKING"	"tGravityAccMag-mean()"	-0.637532979814948
"214"	4	"WALKING"	"tGravityAccMag-std()"	-0.670122122716495
"215"	4	"WALKING"	"tBodyGyroMag-mean()"	-0.708221087886598
"216"	4	"WALKING"	"tBodyGyroMag-std()"	-0.749105473365979
"217"	4	"WALKING"	"tBodyGyroJerkMag-mean()"	-0.849581355824742
"218"	4	"WALKING"	"tBodyGyroJerkMag-std()"	-0.870579517938144
"219"	4	"WALKING"	"fBodyAcc-mean()-X"	-0.698994344226804
"220"	4	"WALKING"	"fBodyAcc-mean()-Y"	-0.610966605674742
"221"	4	"WALKING"	"fBodyAcc-mean()-Z"	-0.784964119020619
"222"	4	"WALKING"	"fBodyAcc-std()-X"	-0.679316495457474
"223"	4	"WALKING"	"fBodyAcc-std()-Y"	-0.60587907902268
"224"	4	"WALKING"	"fBodyAcc-std()-Z"	-0.739920171907216
"225"	4	"WALKING"	"fBodyAcc-meanFreq()-X"	-0.15574790130299
"226"	4	"WALKING"	"fBodyAcc-meanFreq()-Y"	0.0520271215242268
"227"	4	"WALKING"	"fBodyAcc-meanFreq()-Z"	-0.0138445406976804
"228"	4	"WALKING"	"fBodyAccJerk-mean()-X"	-0.717973724971649
"229"	4	"WALKING"	"fBodyAccJerk-mean()-Y"	-0.684648403917526
"230"	4	"WALKING"	"fBodyAccJerk-mean()-Z"	-0.845383895412371
"231"	4	"WALKING"	"fBodyAccJerk-std()-X"	-0.710952957814433
"232"	4	"WALKING"	"fBodyAccJerk-std()-Y"	-0.679116699128866
"233"	4	"WALKING"	"fBodyAccJerk-std()-Z"	-0.872348615876289
"234"	4	"WALKING"	"fBodyAccJerk-meanFreq()-X"	0.0388340995747423
"235"	4	"WALKING"	"fBodyAccJerk-meanFreq()-Y"	-0.174386827172165
"236"	4	"WALKING"	"fBodyAccJerk-meanFreq()-Z"	-0.0764758920417526
"237"	4	"WALKING"	"fBodyGyro-mean()-X"	-0.708097003278351
"238"	4	"WALKING"	"fBodyGyro-mean()-Y"	-0.851859241237113
"239"	4	"WALKING"	"fBodyGyro-mean()-Z"	-0.723913683350515
"240"	4	"WALKING"	"fBodyGyro-std()-X"	-0.765931837365979
"241"	4	"WALKING"	"fBodyGyro-std()-Y"	-0.818105282886598
"242"	4	"WALKING"	"fBodyGyro-std()-Z"	-0.778863649278351
"243"	4	"WALKING"	"fBodyGyro-meanFreq()-X"	-0.145349222123196
"244"	4	"WALKING"	"fBodyGyro-meanFreq()-Y"	-0.357592715106186
"245"	4	"WALKING"	"fBodyGyro-meanFreq()-Z"	-0.023592604357732
"246"	4	"WALKING"	"fBodyAccMag-mean()"	-0.668273665958763
"247"	4	"WALKING"	"fBodyAccMag-std()"	-0.724979750463917
"248"	4	"WALKING"	"fBodyAccMag-meanFreq()"	0.0691602833970103
"249"	4	"WALKING"	"fBodyBodyAccJerkMag-mean()"	-0.702045896773196
"250"	4	"WALKING"	"fBodyBodyAccJerkMag-std()"	-0.723261097164948
"251"	4	"WALKING"	"fBodyBodyAccJerkMag-meanFreq()"	0.165043041249278
"252"	4	"WALKING"	"fBodyBodyGyroMag-mean()"	-0.785172936701031
"253"	4	"WALKING"	"fBodyBodyGyroMag-std()"	-0.769330760360825
"254"	4	"WALKING"	"fBodyBodyGyroMag-meanFreq()"	-0.157891340330412
"255"	4	"WALKING"	"fBodyBodyGyroJerkMag-mean()"	-0.86760194427835
"256"	4	"WALKING"	"fBodyBodyGyroJerkMag-std()"	-0.884187806804124
"257"	4	"WALKING"	"fBodyBodyGyroJerkMag-meanFreq()"	0.144910348074227
"258"	4	"WALKING"	"angle(tBodyAccMean,gravity)"	0.0138743449414948
"259"	4	"WALKING"	"angle(tBodyAccJerkMean),gravityMean)"	-0.0229605642539691
"260"	4	"WALKING"	"angle(tBodyGyroMean,gravityMean)"	0.0354053220360825
"261"	4	"WALKING"	"angle(tBodyGyroJerkMean,gravityMean)"	0.00551355829226804
"262"	4	"WALKING"	"angle(X,gravityMean)"	-0.59471513242268
"263"	4	"WALKING"	"angle(Y,gravityMean)"	0.00844827569072165
"264"	4	"WALKING"	"angle(Z,gravityMean)"	-0.117193013012371
"265"	4	"WALKING_UPSTAIRS"	"tBodyGyro-mean()-X"	-0.027473566188374
"266"	4	"WALKING_UPSTAIRS"	"tBodyGyro-mean()-Y"	-0.0845813729861789
"267"	4	"WALKING_UPSTAIRS"	"tBodyGyro-mean()-Z"	0.0958069867471545
"268"	4	"WALKING_UPSTAIRS"	"tBodyGyro-std()-X"	-0.623295736308943
"269"	4	"WALKING_UPSTAIRS"	"tBodyGyro-std()-Y"	-0.749889456666667
"270"	4	"WALKING_UPSTAIRS"	"tBodyGyro-std()-Z"	-0.695570737073171
"271"	4	"WALKING_UPSTAIRS"	"tBodyGyroJerk-mean()-X"	-0.112213469653659
"272"	4	"WALKING_UPSTAIRS"	"tBodyGyroJerk-mean()-Y"	-0.0384344734528455
"273"	4	"WALKING_UPSTAIRS"	"tBodyGyroJerk-mean()-Z"	-0.0529863681443902
"274"	4	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-X"	-0.637528066829268
"275"	4	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-Y"	-0.888412003333333
"276"	4	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-Z"	-0.681795418349593
"277"	4	"WALKING_UPSTAIRS"	"tBodyAccMag-mean()"	-0.441789745892683
"278"	4	"WALKING_UPSTAIRS"	"tBodyAccMag-std()"	-0.50629736504065
"279"	4	"WALKING_UPSTAIRS"	"tGravityAccMag-mean()"	-0.441789745892683
"280"	4	"WALKING_UPSTAIRS"	"tGravityAccMag-std()"	-0.50629736504065
"281"	4	"WALKING_UPSTAIRS"	"tBodyGyroMag-mean()"	-0.574385249590244
"282"	4	"WALKING_UPSTAIRS"	"tBodyGyroMag-std()"	-0.639915777398374
"283"	4	"WALKING_UPSTAIRS"	"tBodyGyroJerkMag-mean()"	-0.771259192195122
"284"	4	"WALKING_UPSTAIRS"	"tBodyGyroJerkMag-std()"	-0.802559941951219
"285"	4	"WALKING_UPSTAIRS"	"fBodyAcc-mean()-X"	-0.518103409715447
"286"	4	"WALKING_UPSTAIRS"	"fBodyAcc-mean()-Y"	-0.391561268041463
"287"	4	"WALKING_UPSTAIRS"	"fBodyAcc-mean()-Z"	-0.708346275365854
"288"	4	"WALKING_UPSTAIRS"	"fBodyAcc-std()-X"	-0.468588371045528
"289"	4	"WALKING_UPSTAIRS"	"fBodyAcc-std()-Y"	-0.422334649479756
"290"	4	"WALKING_UPSTAIRS"	"fBodyAcc-std()-Z"	-0.659623483821138
"291"	4	"WALKING_UPSTAIRS"	"fBodyAcc-meanFreq()-X"	-0.229896701265041
"292"	4	"WALKING_UPSTAIRS"	"fBodyAcc-meanFreq()-Y"	0.136415181912195
"293"	4	"WALKING_UPSTAIRS"	"fBodyAcc-meanFreq()-Z"	-0.0204555236743252
"294"	4	"WALKING_UPSTAIRS"	"fBodyAccJerk-mean()-X"	-0.548003358486179
"295"	4	"WALKING_UPSTAIRS"	"fBodyAccJerk-mean()-Y"	-0.470861077819187
"296"	4	"WALKING_UPSTAIRS"	"fBodyAccJerk-mean()-Z"	-0.793248930406504
"297"	4	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-X"	-0.540002452644715
"298"	4	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-Y"	-0.459377588636585
"299"	4	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-Z"	-0.841927060081301
"300"	4	"WALKING_UPSTAIRS"	"fBodyAccJerk-meanFreq()-X"	-0.0626525261543089
"301"	4	"WALKING_UPSTAIRS"	"fBodyAccJerk-meanFreq()-Y"	-0.190358689715447
"302"	4	"WALKING_UPSTAIRS"	"fBodyAccJerk-meanFreq()-Z"	-0.164332976294309
"303"	4	"WALKING_UPSTAIRS"	"fBodyGyro-mean()-X"	-0.537445270313821
"304"	4	"WALKING_UPSTAIRS"	"fBodyGyro-mean()-Y"	-0.799459630325203
"305"	4	"WALKING_UPSTAIRS"	"fBodyGyro-mean()-Z"	-0.634729117447154
"306"	4	"WALKING_UPSTAIRS"	"fBodyGyro-std()-X"	-0.652062731170732
"307"	4	"WALKING_UPSTAIRS"	"fBodyGyro-std()-Y"	-0.727336206422764
"308"	4	"WALKING_UPSTAIRS"	"fBodyGyro-std()-Z"	-0.748519078617886
"309"	4	"WALKING_UPSTAIRS"	"fBodyGyro-meanFreq()-X"	-0.0761993841779675
"310"	4	"WALKING_UPSTAIRS"	"fBodyGyro-meanFreq()-Y"	-0.403312438185366
"311"	4	"WALKING_UPSTAIRS"	"fBodyGyro-meanFreq()-Z"	0.0995517018569106
"312"	4	"WALKING_UPSTAIRS"	"fBodyAccMag-mean()"	-0.497723469494309
"313"	4	"WALKING_UPSTAIRS"	"fBodyAccMag-std()"	-0.590882542479675
"314"	4	"WALKING_UPSTAIRS"	"fBodyAccMag-meanFreq()"	0.139269821727642
"315"	4	"WALKING_UPSTAIRS"	"fBodyBodyAccJerkMag-mean()"	-0.529301794643089
"316"	4	"WALKING_UPSTAIRS"	"fBodyBodyAccJerkMag-std()"	-0.576991683357724
"317"	4	"WALKING_UPSTAIRS"	"fBodyBodyAccJerkMag-meanFreq()"	0.153282705439837
"318"	4	"WALKING_UPSTAIRS"	"fBodyBodyGyroMag-mean()"	-0.683314955211382
"319"	4	"WALKING_UPSTAIRS"	"fBodyBodyGyroMag-std()"	-0.674631635121951
"320"	4	"WALKING_UPSTAIRS"	"fBodyBodyGyroMag-meanFreq()"	-0.0842086255799187
"321"	4	"WALKING_UPSTAIRS"	"fBodyBodyGyroJerkMag-mean()"	-0.793458132276423
"322"	4	"WALKING_UPSTAIRS"	"fBodyBodyGyroJerkMag-std()"	-0.829831474634146
"323"	4	"WALKING_UPSTAIRS"	"fBodyBodyGyroJerkMag-meanFreq()"	0.181417870697967
"324"	4	"WALKING_UPSTAIRS"	"angle(tBodyAccMean,gravity)"	-0.00117939477317073
"325"	4	"WALKING_UPSTAIRS"	"angle(tBodyAccJerkMean),gravityMean)"	0.00749156429682927
"326"	4	"WALKING_UPSTAIRS"	"angle(tBodyGyroMean,gravityMean)"	0.0139509974878049
"327"	4	"WALKING_UPSTAIRS"	"angle(tBodyGyroJerkMean,gravityMean)"	0.0216580637569106
"328"	4	"WALKING_UPSTAIRS"	"angle(X,gravityMean)"	-0.547883935284553
"329"	4	"WALKING_UPSTAIRS"	"angle(Y,gravityMean)"	-0.0967313490650406
"330"	4	"WALKING_UPSTAIRS"	"angle(Z,gravityMean)"	-0.0611881534160976
"331"	5	"WALKING"	"tBodyGyro-mean()-X"	-0.0294516873643046
